price_usd_log10,CARD_TEXT,TYPE,CMC,NUMBER_OF_EDITIONS,power,toughness,first_edition_year,RARITY,COLOR_PIE
-1.3010299956639813,Choose land or nonland. Reveal cards from the top of your library until you reveal a card of the chosen kind. Put that card into your hand and the rest on the bottom of your library in a random order.,Sorcery,1.0,1,,,2023.0,Common,G
-1.6989700043360187,"Emerge {6}{B} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.) When you cast this spell, target opponent loses 3 life and you gain 3 life.",Creature — Eldrazi Leech,8.0,1,6.0,4.0,2025.0,Common,B
0.06445798922691845,"When this creature dies, each player sacrifices a creature of their choice.",Creature — Horror,2.0,1,1.0,1.0,2014.0,Common,B
-1.6989700043360187,"When this creature enters, each player sacrifices two creatures of their choice.",Creature — Horror,6.0,1,6.0,6.0,2023.0,Uncommon,B
-0.3279021420642826,"{T}: Exile target creature card from a graveyard that was put there this turn. Create a token that's a copy of it, except it's a Nightmare in addition to its other types. Then exile all other Nightmare tokens you control.",Creature — Demon Warlock,3.0,1,3.0,2.0,2024.0,Rare,B
-0.5086383061657274,"Flying When this creature enters, target player discards two cards.",Creature — Horror,6.0,1,2.0,2.0,2001.0,Rare,B
-0.38721614328026455,"{B}, {T}: Tap target creature. This creature deals damage equal to its power to that creature.",Creature — Human Assassin,4.0,1,1.0,1.0,1999.0,Rare,B
-0.46852108295774486,"Whenever this creature attacks and isn't blocked, defending player discards a card.",Creature — Nightstalker,4.0,1,2.0,2.0,1998.0,Uncommon,B
-0.28399665636520083,"Whenever an opponent discards a card, this creature gets +2/+2 and gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.)",Creature — Horror,3.0,1,2.0,2.0,2006.0,Rare,B
0.2764618041732441,"Flying, trample You can't win the game and your opponents can't lose the game.",Creature — Demon,4.0,1,6.0,6.0,2017.0,Rare,B
-0.9208187539523752,"Flying Whenever this creature deals damage to a player, that player discards a card.",Creature — Specter,4.0,1,2.0,3.0,2017.0,Uncommon,B
-1.3979400086720375,Target player sacrifices an enchantment of their choice. Bolster 1. (Choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.),Instant,2.0,1,,,2015.0,Common,W
-0.6989700043360187,"When this enchantment enters, put a +1/+1 counter on each creature you control. Whenever a nontoken creature you control dies, create a 1/1 white Spirit creature token with flying.",Enchantment,3.0,1,,,2022.0,Rare,BGW
-1.0,"{T}: Add {W}, {B}, or {G}. {W}{B}{G}, {T}, Sacrifice this artifact: Draw a card.",Artifact,3.0,1,,,2014.0,Common,BGW
-0.42021640338318983,"Outlast {W} ({W}, {T}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.) Each creature you control with a +1/+1 counter on it has lifelink.",Creature — Human Cleric,4.0,1,3.0,2.0,2023.0,Uncommon,W
-0.6020599913279624,"At the beginning of your upkeep, draw a card if you control the creature with the greatest toughness or tied for the greatest toughness.",Creature — Dog Shaman,3.0,1,2.0,1.0,2015.0,Uncommon,G
-0.8860566476931632,Choose one — • Exile target creature with power 3 or greater. • You draw two cards and you lose 2 life. • Distribute two +1/+1 counters among one or two target creatures.,Instant,3.0,1,,,2022.0,Uncommon,BGW
-1.2218487496163564,"{1}: Add {W}, {B}, or {G}. Activate only once each turn. {2}{B}: Return this card from your graveyard to your hand.",Creature — Dog Cleric,2.0,1,2.0,1.0,2025.0,Common,BGW
-0.6777807052660807,"Outlast {W} ({W}, {T}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.) Each creature you control with a +1/+1 counter on it has flying.",Creature — Human Soldier,3.0,1,2.0,3.0,2023.0,Uncommon,W
-1.3010299956639813,Lifelink (Damage dealt by this creature also causes you to gain that much life.) Morph {2}{W}{B}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),Creature — Human Warrior,6.0,1,4.0,4.0,2014.0,Common,BGW
-1.2218487496163564,This creature has lifelink as long as you control a white or black permanent.,Creature — Human Warrior,4.0,1,3.0,3.0,2015.0,Uncommon,G
-1.3979400086720375,"When this artifact enters, search your library for a basic Plains, Swamp, or Forest card, reveal it, put it into your hand, then shuffle. {1}{W}{B}{G}, {T}, Sacrifice this artifact: Create an X/X white Spirit creature token, where X is the greatest toughness among creatures you control. Activate only as a sorcery.",Artifact,2.0,1,,,2025.0,Uncommon,BGW
-1.5228787452803376,Enchant creature Enchanted creature gets +2/+2. Enchanted creature has vigilance as long as you control a black or green permanent.,Enchantment — Aura,3.0,1,,,2015.0,Common,W
-1.5228787452803376,"Flying When this creature dies, bolster 2. (Choose a creature with the least toughness among creatures you control and put two +1/+1 counters on it.)",Creature — Bird Soldier,4.0,1,2.0,2.0,2015.0,Common,W
-1.0457574905606752,"Target creature blocks this turn if able. You may have it gain reach until end of turn. Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",Instant,1.0,1,,,2021.0,Uncommon,R
-1.2218487496163564,"Choose one — • Choose a nonland card name. Opponents can't cast spells with the chosen name until your next turn. • Choose target nonland permanent. Until your next turn, it can't attack or block, and its activated abilities can't be activated.",Sorcery — Lesson,2.0,1,,,2021.0,Rare,W
-1.3979400086720375,"Kicker {4} (You may pay an additional {4} as you cast this spell.) Flying If this creature was kicked, it enters with two +1/+1 counters on it.",Creature — Drake,3.0,1,2.0,2.0,2018.0,Common,U
-0.8860566476931632,"This creature enters with X +1/+1 counters on it, where X is the number of instant and sorcery cards in all graveyards. {2}{U}, Remove a +1/+1 counter from this creature: Draw a card, then discard a card.",Creature — Human Wizard,4.0,1,0.0,0.0,2016.0,Rare,U
-1.6989700043360187,"This spell costs {1} less to cast if you control a Wizard. When this creature enters, return target creature an opponent controls to its owner's hand.",Creature — Human Wizard,5.0,1,3.0,2.0,2018.0,Common,U
-1.0,"At the beginning of each player's draw step, that player may draw an additional card. If they do, spells they cast this turn cost {2} more to cast.",Creature — Human Wizard,2.0,1,2.0,3.0,2022.0,Rare,U
0.3820170425748684,"If you would create a Clue, Food, or Treasure token, instead create one of each.",Artifact Creature — Assembly-Worker,3.0,1,1.0,3.0,2024.0,Rare,Colorless
-1.5228787452803376,"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.) Whenever this creature deals combat damage to a player, you may discard a card. If you do, draw a card.",Creature — Human Warrior,3.0,1,1.0,1.0,2013.0,Common,R
1.8424220033576497,"When this creature dies, you may exile it. If you do, search your library for an enchantment card, put that card onto the battlefield, then shuffle.",Creature — Human Cleric,4.0,1,1.0,2.0,1999.0,Rare,W
-0.744727494896694,"When this creature enters, you may put an Aura card from your hand onto the battlefield attached to this creature.",Creature — Human Wizard,3.0,1,2.0,2.0,2007.0,Uncommon,U
0.9180303367848801,"{T}: Add {C}. {1}{U}, {T}: Put target artifact card from your graveyard on top of your library.",Legendary Land,0.0,1,,,2020.0,Rare,U
-1.5228787452803376,"Defender Whenever you cast an instant or sorcery spell, you may draw a card. If you do, discard a card. This ability triggers only once each turn.",Creature — Wall,3.0,1,0.0,5.0,2022.0,Common,U
-0.27572413039921095,Target creature gains haste until end of turn. Draw a card.,Instant,2.0,1,,,2002.0,Common,R
-0.958607314841775,"Target creature gets +X/+X until end of turn, where X is the greatest mana value among permanents you control.",Instant,5.0,1,,,2003.0,Common,G
-1.0969100130080565,"As an additional cost to cast this spell, discard a card at random. Acceptable Losses deals 5 damage to target creature.",Sorcery,4.0,1,,,2001.0,Common,R
0.26245108973042947,"Counter target spell. Create X 1/1 colorless Thopter artifact creature tokens with flying, where X is that spell's mana value.",Instant,5.0,1,,,2022.0,Rare,U
-0.9208187539523752,"Whenever you crank this Contraption, target creature gets +X/+0 until end of turn, where X is the number of creatures you control.",Artifact — Contraption,0.0,1,,,2017.0,Uncommon,Colorless
-0.6020599913279624,"{T}: Add {C}. {3}, {T}: Target creature with power 3 or less can't be blocked this turn.",Land,0.0,1,,,2025.0,Uncommon,Colorless
-0.5686362358410126,"When this creature enters, if you control another Knight, look at the top five cards of your library. You may reveal a Knight, Aura, Equipment, or legendary artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",Creature — Human Knight,3.0,1,3.0,3.0,2023.0,Rare,W
-0.5376020021010439,"{T}: Add one mana of any color. {T}: Add X mana of any one color, where X is the amount of life you gained this turn.",Creature — Elf Druid,4.0,1,2.0,5.0,2021.0,Rare,G
-1.2218487496163564,"Fabricate 1 (When this creature enters, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)",Artifact Creature — Construct,7.0,1,5.0,7.0,2020.0,Common,Colorless
-0.8239087409443188,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)",Creature — Human Knight,2.0,1,3.0,1.0,2011.0,Uncommon,W
-0.8538719643217619,Equipped creature gets +0/+3 and has vigilance. (Attacking doesn't cause it to tap.) Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.),Artifact — Equipment,0.0,1,,,2013.0,Uncommon,Colorless
-0.5686362358410126,"Draw a card, then draw cards equal to the number of cards named Accumulated Knowledge in all graveyards.",Instant,2.0,1,,,2018.0,Common,U
-0.8538719643217619,"When this creature enters, sacrifice a creature.",Creature — Zombie Centaur,1.0,1,2.0,2.0,2002.0,Common,B
0.3344537511509309,"{T}: Add {C}. {2}, {T}: Regenerate target Shade, Skeleton, Specter, Spirit, Vampire, Wraith, or Zombie. (The next time it would be destroyed this turn, instead tap it, remove it from combat, and heal all damage on it.)",Land,0.0,1,,,2025.0,Rare,Colorless
-0.9208187539523752,"{1}{B}: Target attacking Zombie gains indestructible until end of turn. (Damage and effects that say 'destroy' don't destroy it. If its toughness is 0 or less, it's still put into its owner's graveyard.)",Creature — Zombie,4.0,1,3.0,3.0,2019.0,Uncommon,B
-0.744727494896694,"When this creature enters, each player sacrifices a nontoken creature of their choice.",Creature — Zombie Warrior,2.0,1,2.0,1.0,2024.0,Common,B
-1.2218487496163564,Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.),Creature — Spirit,4.0,1,3.0,2.0,2014.0,Common,B
-0.6575773191777937,,Creature — Human Shaman // Enchantment — Aura Curse,4.0,1,,,2016.0,Uncommon,B
-1.0457574905606752,"Nitro-9 — Whenever Ace attacks, you may sacrifice an artifact. When you do, put a +1/+1 counter on Ace, then it fights up to one target creature defending player controls. Doctor's companion (You can have two commanders if the other is the Doctor.)",Legendary Creature — Human Rebel,4.0,1,2.0,2.0,2023.0,Rare,G
0.4548448600085102,"When Acererak enters, if you haven't completed Tomb of Annihilation, return Acererak to its owner's hand and venture into the dungeon. Whenever Acererak attacks, for each opponent, you create a 2/2 black Zombie creature token unless that player sacrifices a creature of their choice.",Legendary Creature — Zombie Wizard,3.0,1,5.0,5.0,2021.0,Mythic,B
-0.769551078621726,"Equipped creature gets +3/+0. As long as equipped creature is attacking, it has first strike and must be blocked by a Dalek if able. Equip legendary creature {1} Equip {3}",Legendary Artifact — Equipment,2.0,1,,,2023.0,Rare,Colorless
0.557507201905658,"At the beginning of your upkeep, you may say 'Ach! Hans, run! It's the . . .' and the name of a creature card. If you do, search your library for a card with that name, put it onto the battlefield, then shuffle. That creature gains haste. Exile it at the beginning of the next end step.",Enchantment,6.0,1,,,2004.0,Rare,GR
0.2944662261615929,Freerunning {U}{B} (You may cast this spell for its freerunning cost if you dealt combat damage to a player this turn with an Assassin or commander.) Menace (This creature can't be blocked except by two or more creatures.) Other Assassins you control get +1/+1.,Legendary Creature — Human Assassin,4.0,1,3.0,3.0,2024.0,Rare,BU
-0.46852108295774486,"{4}, {T}: Whenever target creature deals combat damage to a non-Wall creature this turn, destroy that non-Wall creature. When the targeted creature leaves the battlefield this turn, sacrifice this artifact. Activate only before blockers are declared.",Artifact,4.0,1,,,1996.0,Rare,Colorless
-1.0457574905606752,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.) When this creature enters, destroy target artifact, enchantment, or land.",Creature — Ooze,5.0,1,2.0,2.0,2023.0,Uncommon,G
0.11727129565576427,Acidic Soil deals damage to each player equal to the number of lands they control.,Sorcery,3.0,1,,,1998.0,Uncommon,R
-0.6777807052660807,"Flying, deathtouch Megamorph {5}{B}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.) When this creature is turned face up, put a +1/+1 counter on each other Dragon creature you control.",Creature — Dragon,6.0,1,3.0,3.0,2015.0,Uncommon,B
-0.6575773191777937,"Reach When this creature enters, you may destroy target Equipment.",Creature — Spider,5.0,1,3.0,5.0,2010.0,Uncommon,G
0.7032913781186614,,Legendary Creature — Bat God // Land,5.0,1,,,2023.0,Mythic,B
-0.8239087409443188,"Heavy Rock Cutter — Whenever this creature attacks, destroy up to one target artifact. If an artifact is destroyed this way, its controller draws a card.",Creature — Tyranid Human,3.0,1,2.0,2.0,2022.0,Uncommon,R
-1.3979400086720375,"{T}, Sacrifice another creature or artifact: Each opponent loses 1 life and you gain 1 life.",Creature — Vampire Cleric,3.0,1,1.0,4.0,2023.0,Common,B
-1.154901959985743,"When this creature enters, mill two cards, then you may return a permanent card from your graveyard to your hand.",Creature — Human Cleric,4.0,1,2.0,3.0,2020.0,Uncommon,BG
-1.3979400086720375,Commander creatures you own have 'The first Dragon spell you cast each turn costs {2} less to cast.',Legendary Enchantment — Background,2.0,1,,,2022.0,Uncommon,G
-1.5228787452803376,"Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.) Whenever this creature becomes blocked by a creature, it deals 2 damage to that creature.",Creature — Human Monk,3.0,1,3.0,1.0,2015.0,Uncommon,R
-1.2218487496163564,"{1}{B}, {T}: Target player loses 1 life.",Creature — Human Cleric,1.0,1,0.0,1.0,2009.0,Common,B
-1.0969100130080565,"Prevent the next X damage that would be dealt to target creature this turn, where X is your devotion to white. If damage is prevented this way, Acolyte's Reward deals that much damage to any target. (Each {W} in the mana costs of permanents you control counts toward your devotion to white.)",Instant,2.0,1,,,2014.0,Uncommon,W
0.7895807121644255,"{1}, {T}: This artifact deals 1 damage to any target. That permanent's controller or that player creates a 1/1 green Squirrel creature token.",Artifact,4.0,1,,,2011.0,Rare,Colorless
-0.6020599913279624,"Whenever you cast a spell with a squirrel in its art, you get {A} (an acorn counter). Whenever a Squirrel you control enters or dies, you get {A}. {2}{B}, Pay X {A}: Target creature gets -X/-X until end of turn. {G}, Pay X {A}: Target creature gets +X/+X until end of turn.",Legendary Creature — Squirrel,4.0,1,3.0,3.0,2020.0,Rare,BG
0.13987908640123647,"Create two 1/1 green Squirrel creature tokens. Flashback—{1}{G}, Pay 3 life. (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,4.0,1,,,2002.0,Common,G
0.37291200297010657,Search target opponent's library for an artifact card and put that card onto the battlefield under your control. Then that player shuffles.,Sorcery,5.0,1,,,2004.0,Rare,U
-1.0,"Enchant creature Enchanted creature gets +2/+2 and is goaded. (It attacks each combat if able and attacks a player other than you if able.) Whenever enchanted creature attacks, defending player gets two rad counters.",Enchantment — Aura,3.0,1,,,2024.0,Uncommon,R
-1.0969100130080565,"Whenever this creature or equipped creature deals combat damage to a player, draw a card. Reconfigure {2} ({2}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)",Artifact Creature — Equipment Octopus,3.0,1,2.0,2.0,2022.0,Uncommon,U
-1.0457574905606752,"When this creature enters, target opponent reveals a number of cards from their hand equal to the number of creatures in your party. You choose one of those cards. That player discards that card. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",Creature — Human Rogue,2.0,1,1.0,2.0,2020.0,Uncommon,B
-1.0457574905606752,"Echo {1}{G} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)",Creature — Insect,2.0,1,2.0,4.0,1998.0,Common,G
-1.6989700043360187,"Survival — At the beginning of your second main phase, if this creature is tapped, put a flying counter on it. This ability triggers only once.",Creature — Human Survivor,2.0,1,2.0,2.0,2024.0,Common,W
-1.3979400086720375,Target creature gets +1/+3 and gains flying until end of turn. Untap it.,Instant,1.0,1,,,2023.0,Common,W
-0.8239087409443188,"Exile target creature you control, then return that card to the battlefield under its owner's control. Draw a card.",Instant,3.0,1,,,2016.0,Common,W
