"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","State","Hostname"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_1","0.7643478076835571","1","all","TabPFN-v2p5 🇩🇪","2026-04-04T13:15:38.000Z","BIN_IMAGE_HATEFUL_MEME","247","finished","nlp20.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_1","0.5768858365828751","1","img","TabM Ⓜ️","2026-04-04T13:15:26.000Z","BIN_IMAGE_HATEFUL_MEME","253","finished","nlp19.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_1","0.7831598774609658","1","ft","TabM Ⓜ️","2026-04-04T13:13:57.000Z","BIN_IMAGE_HATEFUL_MEME","481","finished","nlp18.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_1","0.7339987619113126","1","non","TabM Ⓜ️","2026-04-04T13:13:36.000Z","BIN_IMAGE_HATEFUL_MEME","15","finished","nlp18.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_1","0.7685091613271887","1","all","TabM Ⓜ️","2026-04-04T13:12:43.000Z","BIN_IMAGE_HATEFUL_MEME","255","finished","nlp19.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_1","0.5638541595018016","1","img","CatBoost 😸","2026-04-04T13:11:48.000Z","BIN_IMAGE_HATEFUL_MEME","226","finished","nlp20.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_1","0.7492605859228259","1","ft","CatBoost 😸","2026-04-04T13:11:08.000Z","BIN_IMAGE_HATEFUL_MEME","457","finished","nlp-srv2.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_1","0.7046100285183676","1","non","CatBoost 😸","2026-04-04T13:10:47.000Z","BIN_IMAGE_HATEFUL_MEME","15","finished","nlp-srv2.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_1","0.7327209908942282","1","all","CatBoost 😸","2026-04-04T13:09:15.000Z","BIN_IMAGE_HATEFUL_MEME","256","finished","nlp18.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_1","0.5004841244226221","1","img","LightGBM 💡","2026-04-04T13:07:58.000Z","BIN_IMAGE_HATEFUL_MEME","226","finished","nlp20.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_1","0.7467632446389172","1","ft","LightGBM 💡","2026-04-04T13:07:41.000Z","BIN_IMAGE_HATEFUL_MEME","460","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_1","0.65081930783435","1","non","LightGBM 💡","2026-04-04T13:07:25.000Z","BIN_IMAGE_HATEFUL_MEME","13","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_1","0.7215041190258252","1","all","LightGBM 💡","2026-04-04T13:06:09.000Z","BIN_IMAGE_HATEFUL_MEME","271","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_0","0.5948169586404305","0","img","TabPFN-v2 🤯","2026-04-04T13:04:22.000Z","BIN_IMAGE_HATEFUL_MEME","287","finished","nlp18.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_0","0.7835408278263079","0","ft","TabPFN-v2 🤯","2026-04-04T13:04:22.000Z","BIN_IMAGE_HATEFUL_MEME","495","finished","nlp19.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_0","0.7396177798001068","0","non","TabPFN-v2 🤯","2026-04-04T13:03:56.000Z","BIN_IMAGE_HATEFUL_MEME","19","finished","nlp18.iem.technion.ac.il"
"tabpfnv2_BIN_IMAGE_HATEFUL_MEME_0","0.7678451436764885","0","all","TabPFN-v2 🤯","2026-04-04T13:02:33.000Z","BIN_IMAGE_HATEFUL_MEME","285","finished","nlp19.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_0","0.5968910217406257","0","img","TabPFN-v2p5 🇩🇪","2026-04-04T13:01:22.000Z","BIN_IMAGE_HATEFUL_MEME","284","finished","nlp-srv2.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_0","0.7934746377003296","0","ft","TabPFN-v2p5 🇩🇪","2026-04-04T13:00:55.000Z","BIN_IMAGE_HATEFUL_MEME","419","finished","nlp20.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_0","0.7420040105607908","0","non","TabPFN-v2p5 🇩🇪","2026-04-04T13:00:33.000Z","BIN_IMAGE_HATEFUL_MEME","16","finished","nlp20.iem.technion.ac.il"
"tabpfnv2p5_BIN_IMAGE_HATEFUL_MEME_0","0.7787604298389956","0","all","TabPFN-v2p5 🇩🇪","2026-04-04T12:59:40.000Z","BIN_IMAGE_HATEFUL_MEME","277","finished","nlp19.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_0","0.6044306643880191","0","img","TabM Ⓜ️","2026-04-04T12:55:18.000Z","BIN_IMAGE_HATEFUL_MEME","256","finished","nlp19.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_0","0.7877577367315516","0","ft","TabM Ⓜ️","2026-04-04T12:55:03.000Z","BIN_IMAGE_HATEFUL_MEME","443","finished","nlp19.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_0","0.7502738080750895","0","non","TabM Ⓜ️","2026-04-04T12:54:57.000Z","BIN_IMAGE_HATEFUL_MEME","15","finished","nlp19.iem.technion.ac.il"
"tabm_BIN_IMAGE_HATEFUL_MEME_0","0.7708953920878725","0","all","TabM Ⓜ️","2026-04-04T12:54:50.000Z","BIN_IMAGE_HATEFUL_MEME","385","finished","nlp-srv2.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_0","0.5790710102062953","0","img","CatBoost 😸","2026-04-04T12:54:48.000Z","BIN_IMAGE_HATEFUL_MEME","343","finished","nlp20.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_0","0.7617102555012936","0","ft","CatBoost 😸","2026-04-04T12:54:47.000Z","BIN_IMAGE_HATEFUL_MEME","545","finished","nlp18.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_0","0.7164909180374707","0","non","CatBoost 😸","2026-04-04T12:54:47.000Z","BIN_IMAGE_HATEFUL_MEME","13","finished","nlp19.iem.technion.ac.il"
"cat_BIN_IMAGE_HATEFUL_MEME_0","0.7453822995645526","0","all","CatBoost 😸","2026-04-04T12:50:46.000Z","BIN_IMAGE_HATEFUL_MEME","247","finished","nlp19.iem.technion.ac.il"
"light_BIN_IMAGE_HATEFUL_MEME_0","0.5237062237765938","0","img","LightGBM 💡","2026-04-04T12:44:51.000Z","BIN_IMAGE_HATEFUL_MEME","348","finished","nlp19.iem.technion.ac.il"
