"Name","test_score","fold","Created","dataset","model","multimodal_state","dino_model","Runtime"
"tabpfnv2p5_BIN_IMAGE_CELEB_ATTRACTIVENESS_3","0.912231070236155","3","2026-03-30T12:35:00.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","ft","dino-large","816"
"tabpfnv2p5_BIN_IMAGE_CELEB_ATTRACTIVENESS_3","0.90257296109642","3","2026-03-30T12:34:58.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","all","dino-large","335"
"tabm_BIN_IMAGE_CELEB_ATTRACTIVENESS_3","0.9125367319311916","3","2026-03-30T12:33:40.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabM Ⓜ️","ft","dino-large","765"
"tabm_BIN_IMAGE_CELEB_ATTRACTIVENESS_3","0.9008905711121185","3","2026-03-30T12:33:39.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabM Ⓜ️","all","dino-large","272"
"cat_BIN_IMAGE_CELEB_ATTRACTIVENESS_3","0.9106807501168118","3","2026-03-30T12:32:33.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","CatBoost 😸","ft","dino-large","744"
"cat_BIN_IMAGE_CELEB_ATTRACTIVENESS_3","0.8996509153342118","3","2026-03-30T12:32:30.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","CatBoost 😸","all","dino-large","241"
"light_BIN_IMAGE_CELEB_ATTRACTIVENESS_3","0.9041633023869629","3","2026-03-30T12:32:29.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","LightGBM 💡","ft","dino-large","756"
"light_BIN_IMAGE_CELEB_ATTRACTIVENESS_3","0.8960069876964915","3","2026-03-30T12:32:10.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","LightGBM 💡","all","dino-large","259"
"tabpfnv2_BIN_IMAGE_CELEB_ATTRACTIVENESS_2","0.9244795496817816","2","2026-03-30T12:30:58.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2 🤯","ft","dino-large","722"
"tabpfnv2_BIN_IMAGE_CELEB_ATTRACTIVENESS_2","0.910473640555854","2","2026-03-30T12:29:26.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2 🤯","all","dino-large","258"
"tabpfnv2p5_BIN_IMAGE_CELEB_ATTRACTIVENESS_2","0.9246971648001792","2","2026-03-30T12:28:31.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","ft","dino-large","789"
"tabpfnv2p5_BIN_IMAGE_CELEB_ATTRACTIVENESS_2","0.9110714568006476","2","2026-03-30T12:28:07.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","all","dino-large","255"
"tabm_BIN_IMAGE_CELEB_ATTRACTIVENESS_2","0.9233914740897936","2","2026-03-30T12:27:14.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabM Ⓜ️","ft","dino-large","843"
"tabm_BIN_IMAGE_CELEB_ATTRACTIVENESS_2","0.89705554238192","2","2026-03-30T12:26:44.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabM Ⓜ️","all","dino-large","330"
"cat_BIN_IMAGE_CELEB_ATTRACTIVENESS_2","0.921515481689814","2","2026-03-30T12:26:28.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","CatBoost 😸","ft","dino-large","743"
"cat_BIN_IMAGE_CELEB_ATTRACTIVENESS_2","0.9070558325354112","2","2026-03-30T12:26:24.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","CatBoost 😸","all","dino-large","269"
"light_BIN_IMAGE_CELEB_ATTRACTIVENESS_2","0.9142656465270128","2","2026-03-30T12:26:19.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","LightGBM 💡","ft","dino-large","762"
"light_BIN_IMAGE_CELEB_ATTRACTIVENESS_2","0.905155827432712","2","2026-03-30T12:25:24.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","LightGBM 💡","all","dino-large","238"
"tabpfnv2_BIN_IMAGE_CELEB_ATTRACTIVENESS_1","0.9140835501980548","1","2026-03-30T12:24:40.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2 🤯","ft","dino-large","728"
"tabpfnv2_BIN_IMAGE_CELEB_ATTRACTIVENESS_1","0.9024338875265016","1","2026-03-30T12:23:39.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2 🤯","all","dino-large","261"
"tabpfnv2p5_BIN_IMAGE_CELEB_ATTRACTIVENESS_1","0.9136268085817396","1","2026-03-30T12:23:19.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","ft","dino-large","727"
"tabpfnv2p5_BIN_IMAGE_CELEB_ATTRACTIVENESS_1","0.9041928180007224","1","2026-03-30T12:22:36.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","all","dino-large","276"
"tabm_BIN_IMAGE_CELEB_ATTRACTIVENESS_1","0.912519722933432","1","2026-03-30T12:22:03.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabM Ⓜ️","ft","dino-large","771"
"tabm_BIN_IMAGE_CELEB_ATTRACTIVENESS_1","0.8990796131153381","1","2026-03-30T12:21:27.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabM Ⓜ️","all","dino-large","244"
"cat_BIN_IMAGE_CELEB_ATTRACTIVENESS_1","0.9058692048093442","1","2026-03-30T12:20:27.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","CatBoost 😸","ft","dino-large","783"
"cat_BIN_IMAGE_CELEB_ATTRACTIVENESS_1","0.8963161512440081","1","2026-03-30T12:20:07.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","CatBoost 😸","all","dino-large","266"
"light_BIN_IMAGE_CELEB_ATTRACTIVENESS_1","0.9032828366205724","1","2026-03-30T12:19:47.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","LightGBM 💡","ft","dino-large","760"
"light_BIN_IMAGE_CELEB_ATTRACTIVENESS_1","0.8887991747634498","1","2026-03-30T12:19:00.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","LightGBM 💡","all","dino-large","271"
"tabpfnv2_BIN_IMAGE_CELEB_ATTRACTIVENESS_0","0.9151356067359632","0","2026-03-30T12:18:44.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2 🤯","ft","dino-large","820"
"tabpfnv2_BIN_IMAGE_CELEB_ATTRACTIVENESS_0","0.9055465341165476","0","2026-03-30T12:18:35.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2 🤯","all","dino-large","279"
"tabpfnv2p5_BIN_IMAGE_CELEB_ATTRACTIVENESS_0","0.9154092514940404","0","2026-03-30T12:18:32.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","ft","dino-large","809"
"tabpfnv2p5_BIN_IMAGE_CELEB_ATTRACTIVENESS_0","0.9074415365728472","0","2026-03-30T12:16:43.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabPFN-v2p5 🇩🇪","all","dino-large","279"
"tabm_BIN_IMAGE_CELEB_ATTRACTIVENESS_0","0.9145938201308492","0","2026-03-30T12:15:34.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabM Ⓜ️","ft","dino-large","666"
"tabm_BIN_IMAGE_CELEB_ATTRACTIVENESS_0","0.907804228436843","0","2026-03-30T12:14:38.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","TabM Ⓜ️","all","dino-large","241"
"cat_BIN_IMAGE_CELEB_ATTRACTIVENESS_0","0.910019400262739","0","2026-03-30T12:14:37.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","CatBoost 😸","ft","dino-large","698"
"cat_BIN_IMAGE_CELEB_ATTRACTIVENESS_0","0.9053939534013492","0","2026-03-30T12:13:43.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","CatBoost 😸","all","dino-large","285"
"light_BIN_IMAGE_CELEB_ATTRACTIVENESS_0","0.9036910525668078","0","2026-03-30T12:13:40.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","LightGBM 💡","ft","dino-large","674"
"light_BIN_IMAGE_CELEB_ATTRACTIVENESS_0","0.8984142611441454","0","2026-03-30T12:13:39.000Z","BIN_IMAGE_CELEB_ATTRACTIVENESS","LightGBM 💡","all","dino-large","238"
